HIST_BACKFILL_011,scripts/idare/archive_or_reconstructed/from_downloads_bundle/objectives/create_idare_label_semantics_minimal_redesigned_task_failure_or_confirmation_objective.sh,objective_or_review_creator,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=4ce08e26a4a690ae64ecac4ea652bb5842b6a603a528437db26adec8f263ddf0; source_path=create_idare_label_semantics_minimal_redesigned_task_failure_or_confirmation_objective.sh; not curated and not executed during archival.
HIST_BACKFILL_012,scripts/idare/archive_or_reconstructed/from_downloads_bundle/objectives/create_idare_label_semantics_minimal_redesigned_task_first_pass_objective.sh,objective_or_review_creator,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=1467712774f2546ab14ef584ba18611b9cc5843d777d64737a778db532916e65; source_path=create_idare_label_semantics_minimal_redesigned_task_first_pass_objective.sh; not curated and not executed during archival.
HIST_BACKFILL_013,scripts/idare/archive_or_reconstructed/from_downloads_bundle/objectives/create_idare_label_semantics_redesigned_task_smoke_guard_patch_objective.sh,objective_or_review_creator,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=008680a9e7e70492e9340fa8110634022ca18a7480bb7be1b911c041e2e7d52a; source_path=create_idare_label_semantics_redesigned_task_smoke_guard_patch_objective.sh; not curated and not executed during archival.
HIST_BACKFILL_014,scripts/idare/archive_or_reconstructed/from_downloads_bundle/objectives/create_idare_label_semantics_redesigned_task_smoke_tests_objective.sh,objective_or_review_creator,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=7e5af8acfc1e8a6786b261e86da594d3c0cee8613df96e42afa0abce07da6a3e; source_path=create_idare_label_semantics_redesigned_task_smoke_tests_objective.sh; not curated and not executed during archival.
HIST_BACKFILL_015,scripts/idare/archive_or_reconstructed/from_downloads_bundle/objectives/create_idare_label_semantics_redesigned_task_spec_fix_or_stop_objective.sh,objective_or_review_creator,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=bea5e6fc7d557382a4b75b137bff5fd70e51f1ed81e8718ba529fd7335cb7968; source_path=create_idare_label_semantics_redesigned_task_spec_fix_or_stop_objective.sh; not curated and not executed during archival.
HIST_BACKFILL_016,scripts/idare/archive_or_reconstructed/from_downloads_bundle/objectives/create_idare_label_semantics_redesigned_task_stop_archive_objective.sh,objective_or_review_creator,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=bd0d81400d41cde6c20f2d5e3835996d6788d6f29e05c559f43fc325b8e2d9d3; source_path=create_idare_label_semantics_redesigned_task_stop_archive_objective.sh; not curated and not executed during archival.
HIST_BACKFILL_017,scripts/idare/archive_or_reconstructed/from_downloads_bundle/objectives/create_idare_label_semantics_task_redesign_or_stop_objective.sh,objective_or_review_creator,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=2240127113115b2e91b85823a0b201681f792fedfc6dbdf3246856cdb402e540; source_path=create_idare_label_semantics_task_redesign_or_stop_objective.sh; not curated and not executed during archival.
HIST_BACKFILL_018,scripts/idare/archive_or_reconstructed/from_downloads_bundle/objectives/create_idare_label_semantics_task_redesign_spec_objective.sh,objective_or_review_creator,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=c84d9c4d8db2afed131d1030c16830ee09737c9a0c835c56b97848a6df26fd90; source_path=create_idare_label_semantics_task_redesign_spec_objective.sh; not curated and not executed during archival.
HIST_BACKFILL_019,scripts/idare/archive_or_reconstructed/from_downloads_bundle/objectives/create_idare_minimal_subject_relative_preprocessed_training_objective.sh,objective_or_review_creator,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=613a9d555d235744c7947e78459f9771d9d9265450cea96084ad43eb148e4001; source_path=create_idare_minimal_subject_relative_preprocessed_training_objective.sh; not curated and not executed during archival.
HIST_BACKFILL_020,scripts/idare/archive_or_reconstructed/from_downloads_bundle/objectives/create_idare_minimal_subject_relative_training_objective.sh,objective_or_review_creator,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=6761fe19d8ffc34dec033a8ecc2547e7ca7fe9b6c10a2351236d89ab44775484; source_path=create_idare_minimal_subject_relative_training_objective.sh; not curated and not executed during archival.
HIST_BACKFILL_021,scripts/idare/archive_or_reconstructed/from_downloads_bundle/objectives/create_idare_minimal_supcon_dg_first_pass_training_objective.sh,objective_or_review_creator,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=c954878ae5d582f93b2913cbe19510806a7e0d05565ad0a5e88e1a641403ff91; source_path=create_idare_minimal_supcon_dg_first_pass_training_objective.sh; not curated and not executed during archival.
HIST_BACKFILL_022,scripts/idare/archive_or_reconstructed/from_downloads_bundle/objectives/create_idare_representation_label_task_redesign_objective.sh,objective_or_review_creator,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=e13ef196fec4cf888363796472be82b1c4bccc5c7ef9b5ddc52df42b4def55c9; source_path=create_idare_representation_label_task_redesign_objective.sh; not curated and not executed during archival.
HIST_BACKFILL_023,scripts/idare/archive_or_reconstructed/from_downloads_bundle/objectives/create_idare_representation_or_label_semantics_failure_analysis_objective.sh,objective_or_review_creator,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=585725dee12261a1d7d0a47f0585b98f08867bf437541e97f690740438653691; source_path=create_idare_representation_or_label_semantics_failure_analysis_objective.sh; not curated and not executed during archival.
HIST_BACKFILL_024,scripts/idare/archive_or_reconstructed/from_downloads_bundle/objectives/create_idare_root_cause_diagnostic_objective.sh,objective_or_review_creator,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=a3a38d744b2677ce6948e8c0564d475fdfcdd17fe345023656b3ad2daf5bfd8e; source_path=create_idare_root_cause_diagnostic_objective.sh; not curated and not executed during archival.
HIST_BACKFILL_025,scripts/idare/archive_or_reconstructed/from_downloads_bundle/objectives/create_idare_script_archival_and_reproducibility_objective.sh,objective_or_review_creator,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=b8ff2c1c9360ae527bc01028062cad1abf0e638ec8b9b996383bc93510ef5555; source_path=create_idare_script_archival_and_reproducibility_objective.sh; not curated and not executed during archival.
HIST_BACKFILL_026,scripts/idare/archive_or_reconstructed/from_downloads_bundle/objectives/create_idare_subject_relative_representation_preprocessing_objective.sh,objective_or_review_creator,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=9b7504255e5786b166b3dddf5ffbd58937f255251b0d94feba2972112b663498; source_path=create_idare_subject_relative_representation_preprocessing_objective.sh; not curated and not executed during archival.
HIST_BACKFILL_027,scripts/idare/archive_or_reconstructed/from_downloads_bundle/objectives/create_idare_subject_relative_task_formulation_objective.sh,objective_or_review_creator,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=8d1303077bfbf7182334c0cfaab85231da49780aa03c672c302d57d34984912e; source_path=create_idare_subject_relative_task_formulation_objective.sh; not curated and not executed during archival.
HIST_BACKFILL_028,scripts/idare/archive_or_reconstructed/from_downloads_bundle/objectives/create_idare_subject_variability_intervention_failure_analysis_objective.sh,objective_or_review_creator,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=9c857bf1e411784aa2ab8a1a5c7aabad81fcc9d96adf201cc60c54dfa286efe4; source_path=create_idare_subject_variability_intervention_failure_analysis_objective.sh; not curated and not executed during archival.
HIST_BACKFILL_029,scripts/idare/archive_or_reconstructed/from_downloads_bundle/objectives/create_idare_subject_variability_supcon_dg_design_objective.sh,objective_or_review_creator,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=0e96ae61df5203522dee1905c0c3d809b098fb7ab06478a5574c169e0e246efe; source_path=create_idare_subject_variability_supcon_dg_design_objective.sh; not curated and not executed during archival.
HIST_BACKFILL_030,scripts/idare/archive_or_reconstructed/from_downloads_bundle/objectives/create_idare_subject_variability_supcon_dg_smoke_tests_objective.sh,objective_or_review_creator,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=fc4a7dd3bff81e971b3bc93e7c50a32804a5ebc2f0bd6e9fca668d627b9d3186; source_path=create_idare_subject_variability_supcon_dg_smoke_tests_objective.sh; not curated and not executed during archival.
HIST_BACKFILL_031,scripts/idare/archive_or_reconstructed/from_downloads_bundle/objectives/create_idare_supcon_dg_failure_analysis_objective.sh,objective_or_review_creator,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=7c8337bc206466f5efecc4bc7a3e1b39263efc88b3fb6419e51977e5b21c3bb5; source_path=create_idare_supcon_dg_failure_analysis_objective.sh; not curated and not executed during archival.
HIST_BACKFILL_032,scripts/idare/archive_or_reconstructed/from_downloads_bundle/objectives/create_idare_supcon_dg_pair_sampler_failure_analysis_objective.sh,objective_or_review_creator,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=10d94bb382ea05c5e07e738438dfe430d25a2eb6357d681c34081c8c57e27e07; source_path=create_idare_supcon_dg_pair_sampler_failure_analysis_objective.sh; not curated and not executed during archival.
HIST_BACKFILL_033,scripts/idare/archive_or_reconstructed/from_downloads_bundle/objectives/create_idare_targeted_supcon_dg_pair_sampler_ablation_objective.sh,objective_or_review_creator,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=d3f470d88b1c2a4c5741dedecc3b8d835cb48039e85e618f039cd580e6876a01; source_path=create_idare_targeted_supcon_dg_pair_sampler_ablation_objective.sh; not curated and not executed during archival.
HIST_BACKFILL_034,scripts/idare/archive_or_reconstructed/from_downloads_bundle/objectives/create_idare_targeted_supcon_dg_pair_sampler_objective.sh,objective_or_review_creator,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=3f178363ce7a7acc24613285af4d719e2b1b164c5e5c93ea13963c76f3461219; source_path=create_idare_targeted_supcon_dg_pair_sampler_objective.sh; not curated and not executed during archival.
HIST_BACKFILL_035,scripts/idare/archive_or_reconstructed/from_downloads_bundle/fixes/fix_and_rerun_idare_emg_b0.sh,fix_or_salvage_command,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=74941904b418828238fc06b3d2fdd82ae3b5fa6b7a426938e841540c0e5acf93; source_path=fix_and_rerun_idare_emg_b0.sh; not curated and not executed during archival.
HIST_BACKFILL_036,scripts/idare/archive_or_reconstructed/from_downloads_bundle/fixes/fix_idare_label_semantics_task_redesign_or_stop_objective_validation.sh,fix_or_salvage_command,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=829203b667a436a95f2851917c0268853cdd763b6c89c99b26547d21d4bdd283; source_path=fix_idare_label_semantics_task_redesign_or_stop_objective_validation.sh; not curated and not executed during archival.
HIST_BACKFILL_037,scripts/idare/archive_or_reconstructed/from_downloads_bundle/fixes/fix_idare_minimal_subject_relative_preprocessed_training_report.sh,fix_or_salvage_command,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=4197ddd3013bb1bdaddab054f8d01108060184466f68943bea8d43be0399ffc6; source_path=fix_idare_minimal_subject_relative_preprocessed_training_report.sh; not curated and not executed during archival.
HIST_BACKFILL_038,scripts/idare/archive_or_reconstructed/from_downloads_bundle/fixes/fix_idare_minimal_supcon_dg_first_pass_objective_validation.sh,fix_or_salvage_command,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=670128168b709a951a1c57dbd5ee4414a0d7b8ccfc9caca1b5ab62274bfed89c; source_path=fix_idare_minimal_supcon_dg_first_pass_objective_validation.sh; not curated and not executed during archival.
HIST_BACKFILL_039,scripts/idare/archive_or_reconstructed/from_downloads_bundle/fixes/fix_idare_minimal_supcon_dg_first_pass_report.sh,fix_or_salvage_command,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=4e60a3e35be227f45b8789954654f08740f7b943849487a70491d003058efa23; source_path=fix_idare_minimal_supcon_dg_first_pass_report.sh; not curated and not executed during archival.
HIST_BACKFILL_040,scripts/idare/archive_or_reconstructed/from_downloads_bundle/fixes/fix_idare_supcon_dg_pair_sampler_failure_analysis_report.sh,fix_or_salvage_command,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=9916447ded49c4180a8037ad3384c3739fd3682d4eefbda7be64d70707d28ff2; source_path=fix_idare_supcon_dg_pair_sampler_failure_analysis_report.sh; not curated and not executed during archival.
HIST_BACKFILL_041,scripts/idare/archive_or_reconstructed/from_downloads_bundle/fixes/fix_prepare_idare_emg_rerun.sh,fix_or_salvage_command,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=d1bbf5004d33dbca7ffa72fd2ab11203145206eba023992c865b6a3babea004e; source_path=fix_prepare_idare_emg_rerun.sh; not curated and not executed during archival.
HIST_BACKFILL_042,scripts/idare/archive_or_reconstructed/from_downloads_bundle/prepared_commands/prepare_idare_broader_eval_run.sh,prepared_run_command,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=71cd483db663ba92b34eebb6f7085fdd676ae6e56321e616c07073471ce9cea2; source_path=prepare_idare_broader_eval_run.sh; not curated and not executed during archival.
HIST_BACKFILL_043,scripts/idare/archive_or_reconstructed/from_downloads_bundle/other/refine_idare_single_modality_spec.sh,uncategorized_download_script,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=05f94884c4376393abb3ac33b3cbd5000782e7d1e116a09148efc74583db49cc; source_path=refine_idare_single_modality_spec.sh; not curated and not executed during archival.
HIST_BACKFILL_044,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_calibration_protocol_report.sh,read_only_or_design_report_run,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=a6fd5b05fe7372d95a3d84e5a2e4368533debc69a19183ac281b7312edf9b931; source_path=run_idare_calibration_protocol_report.sh; not curated and not executed during archival.
HIST_BACKFILL_045,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_calibration_subject_generalization_report.sh,read_only_or_design_report_run,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=b32b74ca1e58fdeb7ad9a12c827c5a5dcb449276c93643ffa946f0edaa4d024f; source_path=run_idare_calibration_subject_generalization_report.sh; not curated and not executed during archival.
HIST_BACKFILL_046,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_diagnostic_sanity_tests.sh,read_only_or_design_report_run,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=739b1fb204ac08b59d183ceca9c1fbd31a74a6e2db4047191b0ab4002cd75fe5; source_path=run_idare_diagnostic_sanity_tests.sh; not curated and not executed during archival.
HIST_BACKFILL_047,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_diagnostic_sanity_tests_fixed.sh,read_only_or_design_report_run,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=cbbb807ed8e414406718445436bef52396708bcd0377e063a84371eeb1e9f848; source_path=run_idare_diagnostic_sanity_tests_fixed.sh; not curated and not executed during archival.
HIST_BACKFILL_048,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_failure_analysis_report.sh,read_only_or_design_report_run,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=d8ded6bac9c056d87ed7fb6983dbdce3767ac34f414539a0d3881f4ad4011d24; source_path=run_idare_failure_analysis_report.sh; not curated and not executed during archival.
HIST_BACKFILL_049,scripts/idare/archive_or_reconstructed/from_downloads_bundle/runs/run_idare_label_policy_ablation_144.sh,guardrailed_training_or_ablation_run,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=133843961fd8fefcfff24f54ae31051eea1d78f9c487993724272f3033f8401a; source_path=run_idare_label_policy_ablation_144.sh; not curated and not executed during archival.
HIST_BACKFILL_050,scripts/idare/archive_or_reconstructed/from_downloads_bundle/runs/run_idare_label_semantics_minimal_redesigned_task_first_pass.sh,guardrailed_training_or_ablation_run,user_uploaded_downloads_archive_original_if_sha_matches_archive,docs/idare_historical_script_backfill_objective.md,,,archived_not_executed_review_required_before_any_use,Historical shell script copied byte-for-byte from Downloads.tar.gz; sha256=1966ec2522f404ae54630d17ed0477588dbbd4e1ccb2662618070053e4d9dec9; source_path=run_idare_label_semantics_minimal_redesigned_task_first_pass.sh; not curated and not executed during archival.
