subject_id,subject_col,raw_groupby_eeg_file_key,normalized_eeg_file_path,exists,path_parse_bug_fixed,rows,pass,failure_reason,h5_subject_key,fs,fs_is_512,data_shape,event_begin_count,event_end_count,has_data,has_Fs,has_event_begin,has_event_end,shape_ok,events_ok,rows_ok
15,sbj_P_15,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_15.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_15.mat,True,True,32,True,,sbj_P_15,512.0,True,"[437526, 38]",100,100,True,True,True,True,True,True,True
16,sbj_P_16,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_16.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_16.mat,True,True,32,True,,sbj_P_16,512.0,True,"[480121, 38]",100,100,True,True,True,True,True,True,True
17,sbj_P_17,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_17.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_17.mat,True,True,32,True,,sbj_P_17,512.0,True,"[540973, 38]",100,100,True,True,True,True,True,True,True
18,sbj_P_18,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_18.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_18.mat,True,True,32,True,,sbj_P_18,512.0,True,"[492225, 38]",100,100,True,True,True,True,True,True,True
19,sbj_P_19,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_19.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_19.mat,True,True,32,True,,sbj_P_19,512.0,True,"[483549, 38]",100,100,True,True,True,True,True,True,True
20,sbj_P_20,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_20.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_20.mat,True,True,32,True,,sbj_P_20,512.0,True,"[465860, 38]",100,100,True,True,True,True,True,True,True
21,sbj_P_21,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_21.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_21.mat,True,True,32,True,,sbj_P_21,512.0,True,"[596532, 38]",100,100,True,True,True,True,True,True,True
22,sbj_P_22,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_22.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_22.mat,True,True,32,True,,sbj_P_22,512.0,True,"[452094, 38]",100,100,True,True,True,True,True,True,True
23,sbj_P_23,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_23.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_23.mat,True,True,32,True,,sbj_P_23,512.0,True,"[486132, 38]",100,100,True,True,True,True,True,True,True
24,sbj_P_24,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_24.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_24.mat,True,True,32,True,,sbj_P_24,512.0,True,"[488648, 38]",100,100,True,True,True,True,True,True,True
25,sbj_P_25,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_25.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_25.mat,True,True,32,True,,sbj_P_25,512.0,True,"[512384, 38]",100,100,True,True,True,True,True,True,True
26,sbj_P_26,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_26.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_26.mat,True,True,32,True,,sbj_P_26,512.0,True,"[462077, 38]",100,100,True,True,True,True,True,True,True
27,sbj_P_27,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_27.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_27.mat,True,True,32,True,,sbj_P_27,512.0,True,"[534866, 38]",100,100,True,True,True,True,True,True,True
28,sbj_P_28,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_28.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_28.mat,True,True,32,True,,sbj_P_28,512.0,True,"[522900, 38]",100,100,True,True,True,True,True,True,True
29,sbj_P_29,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_29.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_29.mat,True,True,32,True,,sbj_P_29,512.0,True,"[454465, 38]",100,100,True,True,True,True,True,True,True
30,sbj_P_30,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_30.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_30.mat,True,True,32,True,,sbj_P_30,512.0,True,"[486420, 38]",100,100,True,True,True,True,True,True,True
31,sbj_P_31,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_31.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_31.mat,True,True,32,True,,sbj_P_31,512.0,True,"[469138, 38]",100,100,True,True,True,True,True,True,True
32,sbj_P_32,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_32.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_32.mat,True,True,32,True,,sbj_P_32,512.0,True,"[497723, 38]",100,100,True,True,True,True,True,True,True
33,sbj_P_33,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_33.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_33.mat,True,True,32,True,,sbj_P_33,512.0,True,"[471397, 38]",100,100,True,True,True,True,True,True,True
34,sbj_P_34,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_34.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_34.mat,True,True,32,True,,sbj_P_34,512.0,True,"[501239, 38]",100,100,True,True,True,True,True,True,True
35,sbj_P_35,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_35.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_35.mat,True,True,32,True,,sbj_P_35,512.0,True,"[487498, 38]",100,100,True,True,True,True,True,True,True
36,sbj_P_36,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_36.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_36.mat,True,True,32,True,,sbj_P_36,512.0,True,"[483581, 38]",100,100,True,True,True,True,True,True,True
37,sbj_P_37,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_37.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_37.mat,True,True,32,True,,sbj_P_37,512.0,True,"[454252, 38]",100,100,True,True,True,True,True,True,True
38,sbj_P_38,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_38.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_38.mat,True,True,32,True,,sbj_P_38,512.0,True,"[499967, 38]",100,100,True,True,True,True,True,True,True
39,sbj_P_39,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_39.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_39.mat,True,True,32,True,,sbj_P_39,512.0,True,"[581645, 38]",100,100,True,True,True,True,True,True,True
40,sbj_P_40,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_40.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_40.mat,True,True,32,True,,sbj_P_40,512.0,True,"[453044, 38]",100,100,True,True,True,True,True,True,True
41,sbj_P_41,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_41.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_41.mat,True,True,32,True,,sbj_P_41,512.0,True,"[617662, 38]",100,100,True,True,True,True,True,True,True
42,sbj_P_42,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_42.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_42.mat,True,True,32,True,,sbj_P_42,512.0,True,"[538600, 38]",100,100,True,True,True,True,True,True,True
43,sbj_P_43,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_43.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_43.mat,True,True,32,True,,sbj_P_43,512.0,True,"[472717, 38]",100,100,True,True,True,True,True,True,True
44,sbj_P_44,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_44.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_44.mat,True,True,32,True,,sbj_P_44,512.0,True,"[445132, 38]",100,100,True,True,True,True,True,True,True
45,sbj_P_45,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_45.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_45.mat,True,True,32,True,,sbj_P_45,512.0,True,"[454389, 38]",100,100,True,True,True,True,True,True,True
46,sbj_P_46,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_46.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_46.mat,True,True,32,True,,sbj_P_46,512.0,True,"[464455, 38]",100,100,True,True,True,True,True,True,True
47,sbj_P_47,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_47.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_47.mat,True,True,32,True,,sbj_P_47,512.0,True,"[453177, 38]",100,100,True,True,True,True,True,True,True
48,sbj_P_48,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_48.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_48.mat,True,True,32,True,,sbj_P_48,512.0,True,"[460513, 38]",100,100,True,True,True,True,True,True,True
49,sbj_P_49,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_49.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_49.mat,True,True,32,True,,sbj_P_49,512.0,True,"[501030, 38]",100,100,True,True,True,True,True,True,True
50,sbj_P_50,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_50.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_50.mat,True,True,32,True,,sbj_P_50,512.0,True,"[454043, 38]",100,100,True,True,True,True,True,True,True
52,sbj_P_52,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_52.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_52.mat,True,True,32,True,,sbj_P_52,512.0,True,"[432048, 38]",100,100,True,True,True,True,True,True,True
53,sbj_P_53,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_53.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_53.mat,True,True,32,True,,sbj_P_53,512.0,True,"[437039, 38]",100,100,True,True,True,True,True,True,True
54,sbj_P_54,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_54.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_54.mat,True,True,32,True,,sbj_P_54,512.0,True,"[467981, 38]",100,100,True,True,True,True,True,True,True
55,sbj_P_55,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_55.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_55.mat,True,True,32,True,,sbj_P_55,512.0,True,"[456850, 38]",100,100,True,True,True,True,True,True,True
56,sbj_P_56,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_56.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_56.mat,True,True,32,True,,sbj_P_56,512.0,True,"[476508, 38]",100,100,True,True,True,True,True,True,True
57,sbj_P_57,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_57.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_57.mat,True,True,32,True,,sbj_P_57,512.0,True,"[469537, 38]",100,100,True,True,True,True,True,True,True
58,sbj_P_58,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_58.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_58.mat,True,True,32,True,,sbj_P_58,512.0,True,"[517091, 38]",100,100,True,True,True,True,True,True,True
59,sbj_P_59,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_59.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_59.mat,True,True,32,True,,sbj_P_59,512.0,True,"[485507, 38]",100,100,True,True,True,True,True,True,True
60,sbj_P_60,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_60.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_60.mat,True,True,32,True,,sbj_P_60,512.0,True,"[491085, 38]",100,100,True,True,True,True,True,True,True
61,sbj_P_61,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_61.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_61.mat,True,True,32,True,,sbj_P_61,512.0,True,"[432076, 38]",100,100,True,True,True,True,True,True,True
62,sbj_P_62,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_62.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_62.mat,True,True,32,True,,sbj_P_62,512.0,True,"[477231, 38]",100,100,True,True,True,True,True,True,True
63,sbj_P_63,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_63.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_63.mat,True,True,32,True,,sbj_P_63,512.0,True,"[461719, 38]",100,100,True,True,True,True,True,True,True
64,sbj_P_64,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_64.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_64.mat,True,True,32,True,,sbj_P_64,512.0,True,"[455013, 38]",100,100,True,True,True,True,True,True,True
65,sbj_P_65,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_65.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_65.mat,True,True,32,True,,sbj_P_65,512.0,True,"[488148, 38]",100,100,True,True,True,True,True,True,True
