path,extension,size_mb,kind,score,matched_terms,estimated_rows,snippets
docs/idare_calibration_subject_generalization_report.json,.json,0.0607,json,10,"ablation,calibration,f1,label_policy,macro_f1,subject",,"L4: ""objective"": ""docs/idare_calibration_and_subject_generalization_objective.md"", || L12: ""docs/idare_label_policy_ablation_eeg_primary_predictions.csv"", || L13: ""docs/idare_label_policy_ablation_emg_primary_predictions.csv"" || L18: ""n_subject_rows"": 756, || L20: ""overall_macro_f1_gain_mean"": 0.009292180727812642, || L21: ""overall_macro_f1_gain_max"": 0.025195306895098746, || L22: ""fold_macro_f1_gain_mean"": 0.027949275536557194, || L26: ""hard_subject_count"": 163,"
docs/roca/idare_physiology_after_fewshot_audit_current_subject_winloss.csv,.csv,0.0437,csv,10,"bandpower,calibration,fewshot,rmse,stimulus_only,subject",300,"L1: target,block,k_calibration,model,subjects,rmse_wins_vs_fewshot,rmse_losses_vs_fewshot,rmse_ties_vs_fewshot,rmse_win_margin_vs_fewshot,mean_delta_rmse_model_minus_fewshot,median_delta_rmse_model_minus_fewshot,worst_regression_delta_rmse,best_gain_delta_rmse || L2: arousal,eeg_bandpower,0,stimulus_only,63,0,0,63,0,0.0,0.0,0.0,0.0 || L3: arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias,63,0,0,63,0,0.0,0.0,0.0,0.0 || L4: arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias_plus_physio,63,34,29,0,5,0.0030749263155670555,-0.0013510531923743851,0.2756385291615424,-0.3629292871680698 || L5: arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias_shrink4_plus_physio,63,34,29,0,5,0.0030749263155670555,-0.0013510531923743851,0.2756385291615424,-0.3629292871680698 || L6: arousal,eeg_bandpower,0,stimulus_plus_physio,63,34,29,0,5,0.0030749263155670555,-0.0013510531923743851,0.2756385291615424,-0.3629292871680698 || L7: arousal,eeg_bandpower,1,stimulus_only,63,33,30,0,3,0.04555183765685577,-0.0040759470425788535,0.5461775525328183,-0.06253697923736823 || L8: arousal,eeg_bandpower,1,stimulus_plus_fewshot_bias,63,5,58,0,-53,0.49586181034872806,0.5331299653738777,0.9836780450453997,-0.6768463655566224"
scripts/idare/analysis/run_idare_label_semantics_alternative_pairwise_feature_representation_patch_first_pass.py,.py,0.0325,py,10,"acc,accuracy,f1,pairwise,representation,subject",,"L2: """"""Run the frozen I-DARE pairwise feature-representation patch first-pass matrix. || L6: - fixed within-subject pairwise preference formulation || L26: from sklearn.metrics import accuracy_score, balanced_accuracy_score, f1_score || L35: OBJECTIVE_JSON = DOCS / ""idare_label_semantics_alternative_pairwise_feature_representation_patch_first_pass_objective.json"" || L36: REVIEW_JSON = DOCS / ""idare_label_semantics_alternative_pairwise_feature_representation_patch_smoke_tests_review_status.json"" || L37: SMOKE_REPORT_JSON = DOCS / ""idare_label_semantics_alternative_pairwise_feature_representation_patch_smoke_tests_report.json"" || L38: SPEC_JSON = DOCS / ""idare_label_semantics_alternative_pairwise_feature_representation_patch_spec.json"" || L39: RUN_MATRIX_CSV = DOCS / ""idare_label_semantics_alternative_pairwise_feature_representation_patch_first_pass_run_matrix.csv"""
docs/roca/idare_fewshot_calibration_confirmatory_stats_current.json,.json,0.0312,json,10,"calibration,few-shot,fewshot,residual,rmse,subject",,"L3: ""purpose"": ""Confirm few-shot subject calibration with paired subject-level statistics."", || L5: ""fewshot_prefix"": ""idare_fewshot_residual_calibration_audit_current"", || L6: ""main_metrics"": ""/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/roca/idare_fewshot_residual_calibration_audit_current_main_metrics.csv"", || L7: ""subject_metrics"": ""/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/roca/idare_fewshot_residual_calibration_audit_current_subject_metrics.csv"", || L8: ""verdict"": ""/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/roca/idare_fewshot_residual_calibration_audit_current_verdict.csv"" || L14: ""practical_rmse_lift"": 0.02, || L20: ""reference_model"": ""stimulus_plus_fewshot_bias_shrink4"", || L21: ""ref_pooled_rmse"": 1.944204982116596,"
docs/roca/idare_fewshot_calibration_confirmatory_stats_smoke_current.json,.json,0.0308,json,10,"calibration,few-shot,fewshot,residual,rmse,subject",,"L3: ""purpose"": ""Confirm few-shot subject calibration with paired subject-level statistics."", || L5: ""fewshot_prefix"": ""idare_fewshot_residual_calibration_audit_smoke_current"", || L6: ""main_metrics"": ""/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/roca/idare_fewshot_residual_calibration_audit_smoke_current_main_metrics.csv"", || L7: ""subject_metrics"": ""/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/roca/idare_fewshot_residual_calibration_audit_smoke_current_subject_metrics.csv"", || L8: ""verdict"": ""/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/roca/idare_fewshot_residual_calibration_audit_smoke_current_verdict.csv"" || L14: ""practical_rmse_lift"": 0.02, || L20: ""reference_model"": ""stimulus_plus_fewshot_bias_shrink4"", || L21: ""ref_pooled_rmse"": 2.4114416891992563,"
docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_first_pass_runs.csv,.csv,0.0299,csv,10,"acc,accuracy,f1,macro_f1,pairwise,representation",96,"L1: objective_run_id,feature_set_id,patch_candidate_id,model,training_category,modality,task,fold,n_train_pairs,n_val_pairs,train_positive_rate,val_positive_rate,accuracy,balanced_accuracy,macro_f1,pred_positive_rate,one_class_pred,scaler,fit_status || L14: 13,current_summary_diff_control,CONTROL_current_summary_diff_control,ridge_classifier_pairwise_feature_patch,minimal_classical_pairwise_patch,EEG,arousal,1,21694,4402,0.561076795427307,0.5365742844161745,0.5499772830531576,0.5378164898474207,0.5301169340605226 || L15: 14,current_summary_diff_control,CONTROL_current_summary_diff_control,ridge_classifier_pairwise_feature_patch,minimal_classical_pairwise_patch,EEG,arousal,2,21418,4678,0.5564011579045662,0.5594271056006841,0.5284309533988885,0.5127056196032473,0.510137722184848 || L16: 15,current_summary_diff_control,CONTROL_current_summary_diff_control,ridge_classifier_pairwise_feature_patch,minimal_classical_pairwise_patch,EEG,arousal,3,21478,4618,0.5567091907998882,0.5580337808575141,0.5220874837592031,0.5041730858114892,0.499405269298786 || L17: 16,current_summary_diff_control,CONTROL_current_summary_diff_control,ridge_classifier_pairwise_feature_patch,minimal_classical_pairwise_patch,EEG,arousal,4,21925,4171,0.5601368301026226,0.5401582354351474,0.5320067130184608,0.5166806903736739,0.505307237451301 || L18: 17,current_summary_diff_control,CONTROL_current_summary_diff_control,ridge_classifier_pairwise_feature_patch,minimal_classical_pairwise_patch,EEG,arousal,5,22008,4088,0.5522082878953108,0.5824363992172211,0.5217710371819961,0.49717299151380767,0.49477324933833 || L19: 18,current_summary_diff_control,CONTROL_current_summary_diff_control,ridge_classifier_pairwise_feature_patch,minimal_classical_pairwise_patch,EEG,arousal,6,21957,4139,0.5551760258687435,0.5663203672384634,0.5366030442135782,0.5211277296624108,0.520034994038679 || L20: 19,current_summary_diff_control,CONTROL_current_summary_diff_control,logistic_regression_pairwise_feature_patch,minimal_classical_pairwise_patch,EEG,arousal,1,21694,4402,0.561076795427307,0.5365742844161745,0.5488414357110404,0.5372926732081487,0.5305902326974"
scripts/roca/05h_eeg_augmentation_matrix_smoke.py,.py,0.0299,py,10,"aug,augment,augmentation,residual",,"L23: BASE_SCRIPT_05C = ROOT / ""scripts"" / ""roca"" / ""05c_eeg_residual_training_stabilized_smoke.py"" || L25: OUT_MD = ROCA_DIR / ""eeg_augmentation_matrix_smoke_current.md"" || L26: OUT_JSON = ROCA_DIR / ""eeg_augmentation_matrix_smoke_current.json"" || L27: OUT_PRED_CSV = ROCA_DIR / ""eeg_augmentation_matrix_smoke_predictions_current.csv"" || L28: OUT_MAIN_CSV = ROCA_DIR / ""eeg_augmentation_matrix_smoke_main_metrics_current.csv"" || L29: OUT_SUBSET_CSV = ROCA_DIR / ""eeg_augmentation_matrix_smoke_subset_metrics_current.csv"" || L30: OUT_FOLD_CSV = ROCA_DIR / ""eeg_augmentation_matrix_smoke_fold_summary_current.csv"" || L31: OUT_HISTORY_CSV = ROCA_DIR / ""eeg_augmentation_matrix_smoke_history_current.csv"""
docs/roca/idare_fewshot_calibration_confirmatory_stats_current.md,.md,0.0265,md,10,"calibration,few-shot,fewshot,rmse,stimulus_only,subject",,"L1: # I-DARE Few-shot Calibration Confirmatory Statistics || L3: This report validates whether the few-shot subject-calibration result from 05aa is reliable at subject level, not only in pooled repeated predictions. || L5: Positive improvement means `stimulus_only RMSE - fewshot_model RMSE`; positive is good for few-shot calibration. || L9: `GO_CONFIRMED_FEWSHOT_SUBJECT_CALIBRATION` requires pooled RMSE lift >= 0.02, positive paired mean subject improvement, bootstrap CI lower bound > 0, one-sided sign-flip p < 0.05, and subject win margin >= 3. || L13: | target | decision | best_model | best_k_calibration | best_rmse | best_lift_vs_stimulus_rmse | mean_subject_rmse_improvement | ci95_low_mean_subject_rmse_improvement | signflip_p_one_sided_mean_gt_zero | rmse_wins | rmse_losses | rmse_win_margin | reason | || L15: | arousal | GO_CONFIRMED_FEWSHOT_SUBJECT_CALIBRATION | stimulus_plus_fewshot_bias_shrink4 | 16 | 1.733828 | 0.210979 | 0.194921 | 0.110752 | 0.000050 | 37 | 26 | 11 | pooled lift, paired subject improvement, bootstrap CI, sign-flip test, and win margin all pas || L16: | valence | WEAK_GO_FEWSHOT_NEEDS_CAUTION | stimulus_plus_fewshot_bias_shrink4 | 16 | 1.241848 | 0.014743 | 0.016499 | -0.001030 | 0.044148 | 27 | 36 | -9 | pooled lift < 0.02; bootstrap CI lower bound is not > 0; win margin < 3 | || L19: ## Calibration curve summary"
docs/roca/eeg_gaussian10_full_loso_diagnostic_subject_comparison_current.csv,.csv,0.0258,csv,10,"acc,accuracy,loso,pearson,rmse,subject",63,"L1: test_subject,eeg_rmse,eeg_mae,eeg_balanced_accuracy,eeg_auroc,eeg_dev_rmse,eeg_dev_pearson,eeg_dev_sign_acc,eeg_true_dev_std,eeg_pred_dev_std,eeg_std_ratio_pred_over_true,eeg_mean_abs_true_dev,eeg_mean_abs_pred_dev,eeg_lift_vs_stimulus_rmse,eeg_lift_vs_stimulu"
scripts/roca/05aj_idare_high_disagreement_direct_deviation_challenge.py,.py,0.021,py,10,"deviation,high_disagreement,pearson,residual,rmse,subject",,"L16: AUDIT_PREFIX = ""idare_residual_physiology_feature_audit_current"" || L19: OUT_PREFIX = ""idare_high_disagreement_direct_deviation_challenge_current"" || L23: OUT_METRICS = ROCA / f""{OUT_PREFIX}_high_disagreement_metrics.csv"" || L24: OUT_WINLOSS = ROCA / f""{OUT_PREFIX}_subject_winloss.csv"" || L28: PRACTICAL_RMSE_LIFT = 0.02 || L30: MIN_DEV_PEARSON = 0.10 || L63: def rmse(a, b): || L71: def corr(a, b, method: str = ""pearson""):"
docs/roca/idare_fewshot_calibration_confirmatory_stats_smoke_current.md,.md,0.0181,md,10,"calibration,few-shot,fewshot,rmse,stimulus_only,subject",,"L1: # I-DARE Few-shot Calibration Confirmatory Statistics || L3: This report validates whether the few-shot subject-calibration result from 05aa is reliable at subject level, not only in pooled repeated predictions. || L5: Positive improvement means `stimulus_only RMSE - fewshot_model RMSE`; positive is good for few-shot calibration. || L9: `GO_CONFIRMED_FEWSHOT_SUBJECT_CALIBRATION` requires pooled RMSE lift >= 0.02, positive paired mean subject improvement, bootstrap CI lower bound > 0, one-sided sign-flip p < 0.05, and subject win margin >= 3. || L13: | target | decision | best_model | best_k_calibration | best_rmse | best_lift_vs_stimulus_rmse | mean_subject_rmse_improvement | ci95_low_mean_subject_rmse_improvement | signflip_p_one_sided_mean_gt_zero | rmse_wins | rmse_losses | rmse_win_margin | reason | || L15: | arousal | WEAK_GO_FEWSHOT_NEEDS_CAUTION | stimulus_plus_fewshot_bias | 16 | 1.751666 | 0.650859 | 0.632778 | 0.247419 | 0.033193 | 5 | 3 | 2 | win margin < 3 | || L16: | valence | WEAK_GO_FEWSHOT_NEEDS_CAUTION | stimulus_plus_fewshot_bias_shrink4 | 16 | 1.283849 | 0.009078 | 0.005148 | -0.026164 | 0.391722 | 4 | 4 | 0 | pooled lift < 0.02; bootstrap CI lower bound is not > 0; sign-flip p is not < 0.05; win margin < 3 | || L19: ## Calibration curve summary"
docs/roca/idare_06a1b_input_window_policy_audit_current_script_usage_audit.csv,.csv,0.01,csv,10,"ablation,arch_ablation,aug,augment,deep,deviation,high_disagreement,oracle,residual,subject",4,"L2: scripts/roca/05c_eeg_residual_training_stabilized_smoke.py,eeg_residual_training_stabilized_smoke_fold_summary_current.csv | eeg_residual_training_stabilized_smoke_history_current.csv | eeg_residual_training_stabilized_smoke_main_metrics_current.csv | eeg_resi || L3: scripts/roca/05g_eeg_residual_sign_aux_smoke.py,eeg_residual_sign_aux_smoke_fold_summary_current.csv | eeg_residual_sign_aux_smoke_history_current.csv | eeg_residual_sign_aux_smoke_main_metrics_current.csv | eeg_residual_sign_aux_smoke_predictions_current.csv  || L4: scripts/roca/05u_eeg_oracle_arch_ablation.py,{prefix}_best_ranking.csv | {prefix}_fold_summary.csv | {prefix}_history.csv | {prefix}_main_metrics.csv | {prefix}_predictions.csv,--- --arch-configs --augment-config --batch-size --cache --clean-inner-validation - || L5: scripts/roca/06a0_idare_deep_data_and_prior_model_inventory.py,.csv | .npy | idare_direct_deviation_predictability_audit_current_decision_table.csv | idare_failure_subject_physiology_rescue_audit_current_decision_table.csv | idare_high_disagreement_direct_devi"
docs/roca/idare_residual_physiology_feature_audit_current.md,.md,0.0082,md,10,"acc,bandpower,ccc,deviation,pearson,residual,rmse,subject",,"L1: # I-DARE Residual Physiology Feature Audit || L3: This audit asks whether EEG/EMG feature blocks add cross-subject residual value beyond stimulus-only prior. || L7: - Outer protocol: leave-one-subject-out. || L8: - Test-subject stimulus prior is computed from train subjects only. || L9: - Physiological models predict residual/deviation over train-subject stimulus mean. || L10: - Ridge alpha is selected using inner validation subjects only. || L19: | eeg_bandpower | [2016, 330] | 330 | [eeg_delta_logpower_ch00, eeg_delta_logpower_ch01, eeg_delta_logpower_ch02, eeg_delta_logpower_ch03, eeg_delta_logpower_ch04, eeg_delta_logpower_ch05, eeg_delta_logpower_ch06, eeg_delta_logpower_ch07, ...] | || L28: | target | model | n | mae | rmse | pearson | spearman | ccc | dev_rmse | dev_pearson | dev_sign_acc | true_dev_std | pred_dev_std | lift_vs_stimulus_rmse | lift_vs_stimulus_dev_rmse | lift_vs_stimulus_dev_pearson | lift_vs_stimulus_pred_dev_std |"
docs/roca/joint_valence_arousal_oracle_subject_macro_failure_ranking_current.csv,.csv,0.0081,csv,10,"acc,accuracy,f1,macro_f1,oracle,subject",63,"L1: test_subject,valence_high_low_delta_accuracy,valence_high_low_delta_balanced_accuracy,valence_high_low_delta_macro_f1,valence_high_low_delta_mcc,arousal_high_low_delta_accuracy,arousal_high_low_delta_balanced_accuracy,arousal_high_low_delta_macro_f1,arousal_hi"
docs/roca/idare_residual_physiology_feature_audit_current_binary_metrics.csv,.csv,0.0077,csv,10,"acc,accuracy,bandpower,f1,label_policy,macro_f1,residual,stimulus_only",54,"L1: target,model,label_policy,binary_n,accuracy,balanced_accuracy,macro_f1,auroc,n_low,n_high || L2: arousal,physio_eeg_bandpower_ridge,midpoint_as_low,2016,0.7956349206349206,0.7694066852642266,0.7711020278582483,0.8271379800946964,1329,687 || L3: arousal,physio_eeg_bandpower_ridge,midpoint_as_high,2016,0.7594246031746031,0.7446799197809895,0.7472186580841245,0.8187322929267206,1112,904 || L4: arousal,physio_eeg_bandpower_ridge,discard_midpoint,1799,0.81100611450806,0.7873175258919503,0.794135386123205,0.8544932612861675,1112,687 || L26: arousal,stimulus_only,midpoint_as_low,2016,0.8010912698412699,0.7686230248306998,0.7739110736354597,0.816073636699185,1329,687 || L27: arousal,stimulus_only,midpoint_as_high,2016,0.7599206349206349,0.743163875978863,0.7453650012578512,0.8100016115426243,1112,904 || L28: arousal,stimulus_only,discard_midpoint,1799,0.8143413007226237,0.7861211031175059,0.7952756388415673,0.8449886379106322,1112,687 || L29: valence,physio_eeg_bandpower_ridge,midpoint_as_low,2016,0.8606150793650794,0.8743596717892923,0.8603668544805302,0.9448630188736268,1161,855"
docs/roca/idare_06a1y_split_control_deep_learning_probe_current.json,.json,0.0065,json,10,"bandpower,deep,deviation,high_disagreement,pearson,residual,rmse,subject",,"L2: ""title"": ""I-DARE 06a1y split-control deep learning probe"", || L13: ""subject_col_original"": ""subject_id"", || L20: ""source"": ""docs/roca/idare_high_disagreement_direct_deviation_confirmatory_stats_current_verdict.csv"", || L21: ""abs_residual_threshold"": 2.2096774193548385, || L22: ""fixed_reference_residual_rmse"": 3.1684144111057955, || L24: ""fixed_reference_residual_pearson"": 0.2129723962280969, || L25: ""fixed_reference_block"": ""eeg_bandpower"", || L26: ""fixed_reference_model"": ""physio_eeg_bandpower_ridge"""
docs/roca/idare_06a1y_split_control_deep_learning_probe_smoke_current.json,.json,0.0065,json,10,"bandpower,deep,deviation,high_disagreement,pearson,residual,rmse,subject",,"L2: ""title"": ""I-DARE 06a1y split-control deep learning probe"", || L13: ""subject_col_original"": ""subject_id"", || L20: ""source"": ""docs/roca/idare_high_disagreement_direct_deviation_confirmatory_stats_current_verdict.csv"", || L21: ""abs_residual_threshold"": 2.2096774193548385, || L22: ""fixed_reference_residual_rmse"": 3.1684144111057955, || L24: ""fixed_reference_residual_pearson"": 0.2129723962280969, || L25: ""fixed_reference_block"": ""eeg_bandpower"", || L26: ""fixed_reference_model"": ""physio_eeg_bandpower_ridge"""
docs/roca/emg_only_closeout_best_subset_current.csv,.csv,0.0057,csv,10,"acc,accuracy,aug,augment,emg_only,pearson,residual,rmse",20,"L1: scope,target,subset,best_metric,best_metric_value,experiment,model,rmse,lift_vs_stimulus_rmse,balanced_accuracy,lift_vs_stimulus_balanced_accuracy,auroc,lift_vs_stimulus_auroc,dev_rmse,dev_pearson,pred_dev_std || L2: subset,arousal,top25_train_entropy,lift_vs_stimulus_rmse,-0.0295552680831283,04c_nonlinear_22feat,emg_residual_extratrees,2.1059375573375134,-0.0295552680831283,0.6242434319920186,-0.0231958762886598,0.6420186232125041,0.018806119055537,2.1059375573375134,-0.1 || L3: subset,arousal,top25_train_entropy,lift_vs_stimulus_auroc,0.0249418024609245,04f_augmented_812feat,emg_expanded_ridge_residual_aug,2.1920541492194032,-0.1156718599650181,0.5984702361157299,-0.0489690721649485,0.6481543066178916,0.0249418024609245,2.19205414921 || L4: subset,arousal,top25_train_entropy,lift_vs_stimulus_balanced_accuracy,-0.013518456933821,04e_expanded_812feat,emg_expanded_extratrees_residual,2.1118036914750253,-0.0354214022206402,0.6339208513468574,-0.013518456933821,0.6428001330229465,0.0195876288659794,2. || L5: subset,arousal,top25_train_entropy,dev_pearson,0.0265996280301687,04f_augmented_812feat,emg_expanded_ridge_residual_aug,2.1920541492194032,-0.1156718599650181,0.5984702361157299,-0.0489690721649485,0.6481543066178916,0.0249418024609245,2.1920541492194032,0.026 || L6: subset,arousal,top25_train_entropy,rmse,2.1059375573375134,04c_nonlinear_22feat,emg_residual_extratrees,2.1059375573375134,-0.0295552680831283,0.6242434319920186,-0.0231958762886598,0.6420186232125041,0.018806119055537,2.1059375573375134,-0.1241811267728098,0. || L7: subset,arousal,top25_train_score_std,lift_vs_stimulus_rmse,-0.0198734541338336,04c_nonlinear_22feat,emg_residual_extratrees,2.2938378699312683,-0.0198734541338336,0.635733695652174,-0.0140624999999999,0.6970108695652174,0.0270040760869565,2.2938378699312683,-0 || L8: subset,arousal,top25_train_score_std,lift_vs_stimulus_auroc,0.0297044836956521,04f_augmented_812feat,emg_expanded_extratrees_residual_aug,2.299693593551841,-0.0257291777544059,0.6520380434782609,0.0022418478260869,0.699711277173913,0.0297044836956521,2.2996935"
docs/roca/idare_residual_physiology_feature_audit_smoke_current.md,.md,0.0057,md,10,"acc,bandpower,ccc,deviation,pearson,residual,rmse,subject",,"L1: # I-DARE Residual Physiology Feature Audit || L3: This audit asks whether EEG/EMG feature blocks add cross-subject residual value beyond stimulus-only prior. || L7: - Outer protocol: leave-one-subject-out. || L8: - Test-subject stimulus prior is computed from train subjects only. || L9: - Physiological models predict residual/deviation over train-subject stimulus mean. || L10: - Ridge alpha is selected using inner validation subjects only. || L18: | eeg_bandpower | [256, 330] | 330 | [eeg_delta_logpower_ch00, eeg_delta_logpower_ch01, eeg_delta_logpower_ch02, eeg_delta_logpower_ch03, eeg_delta_logpower_ch04, eeg_delta_logpower_ch05, eeg_delta_logpower_ch06, eeg_delta_logpower_ch07, ...] | || L25: | target | model | n | mae | rmse | pearson | spearman | ccc | dev_rmse | dev_pearson | dev_sign_acc | true_dev_std | pred_dev_std | lift_vs_stimulus_rmse | lift_vs_stimulus_dev_rmse | lift_vs_stimulus_dev_pearson | lift_vs_stimulus_pred_dev_std |"
docs/idare_label_policy_ablation_report.json,.json,0.0051,json,10,"ablation,acc,accuracy,f1,label_policy,macro_f1",,"L4: ""best_balanced_accuracy_mean"": 0.5218687143901377, || L5: ""best_macro_f1_mean"": 0.5066275841671076, || L11: ""final_balanced_accuracy_mean"": 0.5218687143901377, || L12: ""final_macro_f1_mean"": 0.5066275841671076, || L18: ""final_balanced_accuracy_mean"": 0.49084498785061087, || L19: ""final_macro_f1_mean"": 0.4776832833265901, || L25: ""final_balanced_accuracy_mean"": 0.5068949769746365, || L26: ""final_macro_f1_mean"": 0.501359803127681,"
docs/roca/idare_residual_physiology_feature_audit_smoke_current_binary_metrics.csv,.csv,0.0048,csv,10,"acc,accuracy,bandpower,f1,label_policy,macro_f1,residual,stimulus_only",36,"L1: target,model,label_policy,binary_n,accuracy,balanced_accuracy,macro_f1,auroc,n_low,n_high || L2: arousal,physio_eeg_bandpower_ridge,midpoint_as_low,256,0.51171875,0.5314064064064065,0.5108155621799282,0.5192692692692693,148,108 || L3: arousal,physio_eeg_bandpower_ridge,midpoint_as_high,256,0.5390625,0.5343847423436641,0.529763387297634,0.5382969619169876,123,133 || L4: arousal,physio_eeg_bandpower_ridge,discard_midpoint,231,0.5281385281385281,0.5360207768744354,0.5245746870338551,0.5305630834086119,123,108 || L17: arousal,stimulus_only,midpoint_as_low,256,0.61328125,0.6067317317317318,0.6059150067640062,0.6110798298298298,148,108 || L18: arousal,stimulus_only,midpoint_as_high,256,0.6171875,0.6190476190476191,0.6169770992366412,0.6518124579742038,123,133 || L19: arousal,stimulus_only,discard_midpoint,231,0.6320346320346321,0.6279358626919602,0.6280193236714975,0.6447229750075278,123,108 || L20: valence,physio_eeg_bandpower_ridge,midpoint_as_low,256,0.84375,0.8504926108374384,0.8437404626747238,0.9092056650246305,140,116"
docs/roca/idare_residual_physiology_feature_audit_repro3_smoke_current.md,.md,0.0042,md,10,"acc,ccc,deviation,pearson,residual,rmse,stimulus_only,subject",,L1: # I-DARE Residual Physiology Feature Audit || L3: This audit asks whether EEG/EMG feature blocks add cross-subject residual value beyond stimulus-only prior. || L7: - Outer protocol: leave-one-subject-out. || L8: - Test-subject stimulus prior is computed from train subjects only. || L9: - Physiological models predict residual/deviation over train-subject stimulus mean. || L10: - Ridge alpha is selected using inner validation subjects only. || L23: | target | model | n | mae | rmse | pearson | spearman | ccc | dev_rmse | dev_pearson | dev_sign_acc | true_dev_std | pred_dev_std | lift_vs_stimulus_rmse | lift_vs_stimulus_dev_rmse | lift_vs_stimulus_dev_pearson | lift_vs_stimulus_pred_dev_std | || L28: | arousal | stimulus_only | 128 | 2.0990 | 2.4979 | 0.3217 | 0.3217 | 0.3014 | 2.4979 | | 0.0000 | 2.4979 | 0.0000 | 0.0000 | 0.0000 | | 0.0000 |
docs/roca/eeg_residual_sign_aux_smoke_fold_summary_current.csv,.csv,0.0038,csv,10,"acc,accuracy,f1,macro_f1,pearson,residual,rmse,subject",6,"L1: target,model,test_subject,n,mae,rmse,pearson,spearman,balanced_accuracy,macro_f1,auroc,dev_mae,dev_rmse,dev_pearson,dev_spearman,dev_sign_acc,true_dev_mean,true_dev_std,pred_dev_mean,pred_dev_std,best_epoch,best_val_rmse_scaled,best_val_sign_bce,best_val_objec || L2: arousal,eeg_bc_residual_huber_norm_residual_sign_aux_smoke,1,32,1.454602652990102,1.7800724896471825,0.6841640895070805,0.7203083461128651,0.7166666666666667,0.722943722943723,0.8083333333333333,1.454602652990102,1.7800724896471825,0.3891976182508485,0.4391898 || L3: arousal,eeg_bc_residual_huber_norm_residual_sign_aux_smoke,2,32,2.3174652221379826,2.7249070780076052,0.7274448736643695,0.7741859209360981,0.75,0.6559139784946236,0.8590909090909091,2.3174652221379826,2.7249070780076052,0.08818800092656438,0.05975073313782991 || L4: arousal,eeg_bc_residual_huber_norm_residual_sign_aux_smoke,3,32,1.651837577176913,1.8738410593374197,0.627606737165781,0.6171766035661486,0.8548387096774194,0.5060034305317325,0.9354838709677419,1.651837577176913,1.8738410593374197,-0.1528335413743491,-0.28262 || L5: arousal,eeg_bc_residual_huber_norm_residual_sign_aux_smoke,5,32,1.3717853219128937,1.6927386868010408,0.6871487064822758,0.7295253519902419,0.7420634920634921,0.716256157635468,0.8809523809523809,1.3717853219128937,1.6927386868010408,0.0442438162917153,-0.0274 || L6: arousal,eeg_bc_residual_huber_norm_residual_sign_aux_smoke,6,32,3.581840590729416,3.999259389911499,0.315183518635339,0.3555701312542875,0.6666666666666666,0.3333333333333333,0.5166666666666667,3.581840590729416,3.999259389911499,-0.1371005042363542,-0.1297653 || L7: arousal,eeg_bc_residual_huber_norm_residual_sign_aux_smoke,7,32,1.390852813300707,1.6777499268341138,0.6753137146679041,0.6711851155441778,0.6875,0.4074074074074074,,1.390852813300707,1.6777499268341138,0.07460350641310066,0.1085143437790032,0.375,-1.043346774"
docs/idare_calibration_and_subject_generalization_objective.md,.md,0.0037,md,10,"acc,accuracy,architecture,calibration,f1,subject",,L1: # I-DARE Calibration and Subject-Generalization Objective || L22: - The next useful target is calibration and subject/fold generalization. || L27: 2. Do fold-specific thresholds or calibration improve macro-F1/balanced accuracy enough to justify a calibration protocol? || L28: 3. Are a small number of subjects/folds systematically driving failure across modalities and tasks? || L29: 4. Are EEG and EMG failing on the same subjects/tasks? || L30: 5. Can subject/fold grouping reveal trainable strata without starting fusion or architecture changes? || L43: - macro-F1 gain || L44: - balanced-accuracy gain
docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_first_pass_report.md,.md,0.0035,md,10,"acc,accuracy,bandpower,pairwise,representation,temporal",,L1: # I-DARE Alternative Pairwise Feature-Representation Patch First-Pass Report || L11: Diagnosis: `feature_representation_patch_first_pass_no_actionable_signal` || L13: Recommended next objective: `label_semantics_alternative_pairwise_feature_patch_archive_or_rethink_objective` || L21: | feature_set_id | `bandpower_temporal_stats_v1` | || L22: | model | `ridge_classifier_pairwise_feature_patch` | || L23: | mean_balanced_accuracy | `0.516756` | || L24: | delta_vs_majority_baseline_bal_acc | `0.016756` | || L25: | delta_vs_random_baseline_bal_acc | `0.016160` |
