path,kind,size_bytes,row_count,sample
docs/idare_data_augmentation_leakage_audit.md,markdown_report,323,,
docs/idare_data_augmentation_metric_summary.csv,metrics,2528,20,"[{""target"": ""arousal"", ""modality"": ""EEG"", ""da_policy"": ""E0_none_baseline"", ""runs"": ""6"", ""mean_balanced_accuracy"": ""0.5364855216327804"", ""std_balanced_accuracy"": ""0.05519389177587074"", ""mean_accuracy"": ""0.5420454545454546"", ""mean_macro_f1"": ""0.5273372083276607"", ""one_class_collapse_count"": ""0""}, {""target"": ""arousal"", ""modality"": ""EEG"", ""da_policy"": ""E1_additive_gaussian_noise_weak"", ""runs"": ""6"", ""mean_balanced_accuracy"": ""0.535899826890389"", ""std_balanced_accuracy"": ""0.05707658005436651"", ""mea..."
docs/idare_data_augmentation_no_aug_comparison.json,json_report,8940,,
docs/idare_data_augmentation_no_aug_comparison.md,markdown_report,3077,,
docs/idare_data_augmentation_objective.json,json_report,2026,,
docs/idare_data_augmentation_objective.md,markdown_report,1909,,
docs/idare_data_augmentation_option_a_implementation_report.json,json_report,239,,
docs/idare_data_augmentation_option_a_implementation_report.md,markdown_report,202,,
docs/idare_data_augmentation_option_a_recovery_plan_terminal.log,artifact,1870,,
docs/idare_data_augmentation_option_a_run_matrix.csv,artifact,12716,120,
docs/idare_data_augmentation_runs.csv,artifact,35785,120,
docs/idare_data_augmentation_track_execution_authorization_package.json,json_report,4004,,
docs/idare_data_augmentation_track_execution_authorization_package.md,markdown_report,5335,,
docs/idare_data_augmentation_validation_report.json,json_report,5141,,
docs/idare_data_augmentation_validation_report.md,markdown_report,643,,
docs/idare_deap_cross_subject_data_augmentation_objective.json,subject_or_fold_detail,3556,,
docs/idare_deap_cross_subject_data_augmentation_objective.md,subject_or_fold_detail,4887,,
docs/idare_diagnostic_sanity_tests_objective.json,json_report,5627,,
docs/idare_diagnostic_sanity_tests_objective.md,markdown_report,3714,,
docs/idare_diagnostic_sanity_tests_report.json,json_report,29188,,
docs/idare_diagnostic_sanity_tests_report.md,markdown_report,4724,,
docs/idare_diagnostic_sanity_tests_review_status.json,json_report,2494,,
docs/idare_diagnostic_sanity_tests_review_status.md,markdown_report,1318,,
docs/idare_diagnostic_sanity_tests_summary.csv,artifact,9620,28,
docs/idare_discard_midpoint_sanity_status.md,markdown_report,967,,
docs/idare_download_manifest.csv,artifact,56670,263,
docs/idare_download_manifest_summary.md,markdown_report,961,,
docs/idare_download_report.md,markdown_report,13560,,
docs/idare_eeg_baseline_corrected_cache_build_report.json,json_report,2610,,
docs/idare_eeg_baseline_corrected_cache_build_report.md,markdown_report,2738,,
docs/idare_eeg_baseline_corrected_cache_build_smoke.json,json_report,2591,,
docs/idare_eeg_baseline_corrected_cache_build_smoke.md,markdown_report,2717,,
docs/idare_eeg_bsl_stats_ablation_status.json,json_report,17754,,
docs/idare_eeg_bsl_stats_ablation_status.md,markdown_report,3300,,
docs/idare_eeg_bsl_stats_arousal_ablation_smoke.json,json_report,163371,,
docs/idare_eeg_bsl_stats_arousal_ablation_smoke.md,markdown_report,3368,,
docs/idare_eeg_bsl_stats_arousal_ablation_smoke_predictions.csv,artifact,125114,1408,
docs/idare_eeg_bsl_stats_sidecar_build_report.json,json_report,10446,,
docs/idare_eeg_bsl_stats_sidecar_build_report.md,markdown_report,4704,,
docs/idare_eeg_bsl_stats_sidecar_build_smoke.json,json_report,10438,,
docs/idare_eeg_bsl_stats_sidecar_build_smoke.md,markdown_report,4652,,
docs/idare_eeg_bsl_stats_valence_ablation_smoke.json,json_report,163250,,
docs/idare_eeg_bsl_stats_valence_ablation_smoke.md,markdown_report,3364,,
docs/idare_eeg_bsl_stats_valence_ablation_smoke_predictions.csv,artifact,124987,1408,
docs/idare_eeg_cache_build_report.json,json_report,1740,,
docs/idare_eeg_cache_build_report.md,markdown_report,1789,,
docs/idare_eeg_cache_discard_midpoint_sanity.json,json_report,168672,,
docs/idare_eeg_cache_discard_midpoint_sanity.md,markdown_report,25667,,
docs/idare_eeg_cache_focused_baseline.json,json_report,325858,,
docs/idare_eeg_cache_focused_baseline.md,markdown_report,40655,,
docs/idare_eeg_cache_focused_baseline_plan.md,markdown_report,1586,,
docs/idare_eeg_cache_main_baseline.json,json_report,165465,,
docs/idare_eeg_cache_main_baseline.md,markdown_report,23340,,
docs/idare_eeg_cache_plan.md,markdown_report,1565,,
docs/idare_eeg_cache_policy_mini_baseline.json,json_report,104973,,
docs/idare_eeg_cache_policy_mini_baseline.md,markdown_report,10257,,
docs/idare_eeg_cache_policy_mini_baseline_plan.md,markdown_report,1125,,
docs/idare_eeg_cache_policy_multifold_selection.json,subject_or_fold_detail,587996,,
docs/idare_eeg_cache_policy_multifold_selection.md,subject_or_fold_detail,40314,,
docs/idare_eeg_cache_policy_multifold_selection_plan.md,subject_or_fold_detail,1404,,
docs/idare_eeg_cache_recipe_stabilization_arousal_balanced_sampler_smoke.json,json_report,106474,,
docs/idare_eeg_cache_recipe_stabilization_arousal_balanced_sampler_smoke.md,markdown_report,2268,,
docs/idare_eeg_cache_recipe_stabilization_arousal_balanced_sampler_stability_smoke.json,json_report,105851,,
docs/idare_eeg_cache_recipe_stabilization_arousal_balanced_sampler_stability_smoke.md,markdown_report,2149,,
docs/idare_eeg_cache_recipe_stabilization_arousal_lr3e4_smoke.json,json_report,106320,,
docs/idare_eeg_cache_recipe_stabilization_arousal_lr3e4_smoke.md,markdown_report,2262,,
docs/idare_eeg_cache_recipe_stabilization_arousal_threshold_aggregate_compare_smoke.json,json_report,212446,,
docs/idare_eeg_cache_recipe_stabilization_arousal_threshold_aggregate_compare_smoke.md,markdown_report,3228,,
docs/idare_eeg_cache_recipe_stabilization_arousal_threshold_compare_smoke.json,json_report,210210,,
docs/idare_eeg_cache_recipe_stabilization_arousal_threshold_compare_smoke.md,markdown_report,2782,,
docs/idare_eeg_cache_recipe_stabilization_arousal_weighted_lr3e4_stability_smoke.json,json_report,104970,,
docs/idare_eeg_cache_recipe_stabilization_arousal_weighted_lr3e4_stability_smoke.md,markdown_report,2136,,
docs/idare_eeg_cache_recipe_stabilization_plan.md,markdown_report,3219,,
docs/idare_eeg_cache_recipe_stabilization_status.md,markdown_report,55060,,
docs/idare_eeg_cache_recipe_stabilization_summary.md,markdown_report,9923,,
docs/idare_eeg_cache_recipe_stabilization_threshold_aggregate_smoke.json,json_report,108436,,
docs/idare_eeg_cache_recipe_stabilization_threshold_aggregate_smoke.md,markdown_report,2714,,
docs/idare_eeg_cache_recipe_stabilization_valence_balanced_sampler_smoke.json,json_report,106152,,
docs/idare_eeg_cache_recipe_stabilization_valence_balanced_sampler_smoke.md,markdown_report,2267,,
docs/idare_eeg_cache_recipe_stabilization_valence_balanced_sampler_stability_smoke.json,json_report,104878,,
docs/idare_eeg_cache_recipe_stabilization_valence_balanced_sampler_stability_smoke.md,markdown_report,2143,,
docs/idare_eeg_cache_recipe_stabilization_valence_lr3e4_smoke.json,json_report,105502,,
docs/idare_eeg_cache_recipe_stabilization_valence_lr3e4_smoke.md,markdown_report,2258,,
docs/idare_eeg_cache_recipe_stabilization_valence_threshold_aggregate_compare_smoke.json,json_report,211017,,
docs/idare_eeg_cache_recipe_stabilization_valence_threshold_aggregate_compare_smoke.md,markdown_report,3217,,
docs/idare_eeg_cache_recipe_stabilization_valence_weighted_lr3e4_stability_smoke.json,json_report,104759,,
docs/idare_eeg_cache_recipe_stabilization_valence_weighted_lr3e4_stability_smoke.md,markdown_report,2131,,
docs/idare_eeg_cache_training_smoke_test.json,json_report,2921,,
docs/idare_eeg_cache_training_smoke_test.md,markdown_report,1140,,
docs/idare_eeg_cache_validation.json,json_report,2863,,
docs/idare_eeg_cache_validation.md,markdown_report,2671,,
docs/idare_eeg_forward_smoke_test.json,json_report,5082,,
docs/idare_eeg_forward_smoke_test.md,markdown_report,4447,,
docs/idare_eeg_legacy_r0_smoke.json,json_report,12591,,
docs/idare_eeg_legacy_r0_smoke.md,markdown_report,2197,,
docs/idare_eeg_main_baseline_status.md,markdown_report,1186,,
docs/idare_eeg_policy_mini_baseline.json,json_report,97732,,
docs/idare_eeg_policy_mini_baseline.md,markdown_report,10174,,
docs/idare_eeg_stim_bsl_only_arousal_standardized_smoke.json,json_report,813292,,
docs/idare_eeg_stim_bsl_only_arousal_standardized_smoke.md,markdown_report,4048,,
docs/idare_eeg_stim_bsl_only_arousal_standardized_smoke_predictions.csv,artifact,175116,1408,
docs/idare_eeg_stim_bsl_only_standardized_status.json,json_report,35375,,
docs/idare_eeg_stim_bsl_only_standardized_status.md,markdown_report,3423,,
docs/idare_eeg_stim_bsl_only_valence_standardized_smoke.json,json_report,810886,,
docs/idare_eeg_stim_bsl_only_valence_standardized_smoke.md,markdown_report,4050,,
docs/idare_eeg_stim_bsl_only_valence_standardized_smoke_predictions.csv,artifact,174941,1408,
docs/idare_emg_bsl_stats_ablation_status.json,json_report,18515,,
docs/idare_emg_bsl_stats_ablation_status.md,markdown_report,3163,,
docs/idare_emg_bsl_stats_arousal_ablation_smoke.json,json_report,166105,,
docs/idare_emg_bsl_stats_arousal_ablation_smoke.md,markdown_report,3288,,
docs/idare_emg_bsl_stats_arousal_ablation_smoke_predictions.csv,artifact,125029,1408,
docs/idare_emg_bsl_stats_sidecar_build_report.json,json_report,7282,,
docs/idare_emg_bsl_stats_sidecar_build_report.md,markdown_report,5947,,
docs/idare_emg_bsl_stats_sidecar_build_smoke.json,json_report,7184,,
docs/idare_emg_bsl_stats_sidecar_build_smoke.md,markdown_report,5929,,
docs/idare_emg_bsl_stats_valence_ablation_smoke.json,json_report,165667,,
docs/idare_emg_bsl_stats_valence_ablation_smoke.md,markdown_report,3288,,
docs/idare_emg_bsl_stats_valence_ablation_smoke_predictions.csv,artifact,125040,1408,
docs/idare_emg_feature_arousal_training_smoke.json,json_report,1241631,,
docs/idare_emg_feature_arousal_training_smoke.md,markdown_report,3862,,
docs/idare_emg_feature_arousal_training_smoke_predictions.csv,artifact,123260,1408,
docs/idare_emg_feature_cache_build_report.json,json_report,7614,,
docs/idare_emg_feature_cache_build_report.md,markdown_report,5893,,
docs/idare_emg_feature_cache_build_smoke.json,json_report,7552,,
docs/idare_emg_feature_cache_build_smoke.md,markdown_report,5864,,
docs/idare_emg_feature_only_status.md,markdown_report,4295,,
docs/idare_emg_feature_valence_training_smoke.json,json_report,1239141,,
docs/idare_emg_feature_valence_training_smoke.md,markdown_report,3862,,
docs/idare_emg_feature_valence_training_smoke_predictions.csv,artifact,123138,1408,
docs/idare_emg_raw_vs_feature_smoke_comparison.json,json_report,11220,,
docs/idare_emg_raw_vs_feature_smoke_comparison.md,markdown_report,3241,,
docs/idare_failure_analysis_fold_summary.csv,subject_or_fold_detail,63844,240,
docs/idare_failure_analysis_objective.json,json_report,6389,,
docs/idare_failure_analysis_objective.md,markdown_report,5830,,
docs/idare_failure_analysis_report.json,json_report,52379,,
docs/idare_failure_analysis_report.md,markdown_report,10750,,
docs/idare_failure_analysis_review_status.json,json_report,1404,,
docs/idare_failure_analysis_review_status.md,markdown_report,1459,,
docs/idare_hdf5_structure_probe.json,json_report,65752,,
docs/idare_hdf5_structure_probe.md,markdown_report,20088,,
docs/idare_historical_script_backfill_manifest_delta.csv,artifact,37496,71,
docs/idare_historical_script_backfill_objective.json,json_report,1778,,
docs/idare_historical_script_backfill_objective.md,markdown_report,3171,,
docs/idare_historical_script_backfill_policy.csv,artifact,668,6,
docs/idare_historical_script_backfill_report.json,json_report,1234,,
docs/idare_historical_script_backfill_report.md,markdown_report,5369,,
docs/idare_historical_script_backfill_review_status.json,json_report,1116,,
docs/idare_historical_script_backfill_review_status.md,markdown_report,1540,,
docs/idare_historical_script_backfill_source_inventory.csv,artifact,24024,71,
docs/idare_historical_script_backfill_target_map.csv,artifact,20950,71,
docs/idare_label_noise_subject_balance_summary.csv,subject_or_fold_detail,61377,252,
docs/idare_label_policy_ablation_eeg_primary.json,json_report,14478035,,
docs/idare_label_policy_ablation_eeg_primary.md,markdown_report,1443,,
docs/idare_label_policy_ablation_eeg_primary_predictions.csv,artifact,4734321,23060,
docs/idare_label_policy_ablation_emg_primary.json,json_report,22152520,,
docs/idare_label_policy_ablation_emg_primary.md,markdown_report,1434,,
docs/idare_label_policy_ablation_emg_primary_predictions.csv,artifact,3882957,23060,
docs/idare_label_policy_ablation_objective.json,json_report,3531,,
docs/idare_label_policy_ablation_objective.md,markdown_report,4839,,
docs/idare_label_policy_ablation_report.json,json_report,5359,,
docs/idare_label_policy_ablation_report.md,markdown_report,2525,,
docs/idare_label_policy_ablation_review_status.json,json_report,2731,,
docs/idare_label_policy_ablation_review_status.md,markdown_report,2304,,
docs/idare_label_policy_comparison.json,json_report,10974,,
docs/idare_label_policy_comparison.md,markdown_report,10941,,
docs/idare_label_semantics_alternative_formulation_candidate_constraints.csv,artifact,1670,5,
docs/idare_label_semantics_alternative_formulation_candidate_decision_matrix.csv,artifact,1803,4,
docs/idare_label_semantics_alternative_formulation_candidate_matrix.csv,artifact,2106,4,
docs/idare_label_semantics_alternative_formulation_design_constraints.csv,artifact,1259,5,
docs/idare_label_semantics_alternative_formulation_design_decision_tree.csv,artifact,890,5,
docs/idare_label_semantics_alternative_formulation_design_spec.json,json_report,2028,,
docs/idare_label_semantics_alternative_formulation_design_spec.md,markdown_report,9367,,
docs/idare_label_semantics_alternative_formulation_design_spec_objective.json,json_report,2895,,
docs/idare_label_semantics_alternative_formulation_design_spec_objective.md,markdown_report,2953,,
docs/idare_label_semantics_alternative_formulation_design_spec_review_status.json,json_report,1279,,
docs/idare_label_semantics_alternative_formulation_design_spec_review_status.md,markdown_report,1087,,
docs/idare_label_semantics_alternative_formulation_metric_plan.csv,artifact,1480,6,
docs/idare_label_semantics_alternative_formulation_pair_balance_audit.csv,artifact,334,2,
docs/idare_label_semantics_alternative_formulation_pair_baseline_control.csv,artifact,219,2,
docs/idare_label_semantics_alternative_formulation_pair_fold_audit.csv,subject_or_fold_detail,4273,126,
docs/idare_label_semantics_alternative_formulation_pair_guardrails.csv,artifact,1098,7,
docs/idare_label_semantics_alternative_formulation_pair_metric_sanity.csv,artifact,191,4,
docs/idare_label_semantics_alternative_formulation_pair_target_audit.csv,artifact,669,2,
docs/idare_label_semantics_alternative_formulation_requirements.csv,artifact,1225,5,
docs/idare_label_semantics_alternative_formulation_selected_task_definition.csv,artifact,1494,10,
docs/idare_label_semantics_alternative_formulation_smoke_decision_matrix.csv,artifact,1094,6,
docs/idare_label_semantics_alternative_formulation_smoke_expected_outputs.csv,artifact,903,8,
docs/idare_label_semantics_alternative_formulation_smoke_plan_seed.csv,artifact,883,5,
docs/idare_label_semantics_alternative_formulation_smoke_reproducibility_audit.csv,artifact,692,3,
docs/idare_label_semantics_alternative_formulation_smoke_requirements.csv,artifact,1297,6,
docs/idare_label_semantics_alternative_formulation_smoke_test_plan.csv,artifact,1662,6,
docs/idare_label_semantics_alternative_formulation_smoke_tests_objective.json,json_report,3187,,
docs/idare_label_semantics_alternative_formulation_smoke_tests_objective.md,markdown_report,2039,,
docs/idare_label_semantics_alternative_formulation_smoke_tests_report.json,json_report,3257,,
docs/idare_label_semantics_alternative_formulation_smoke_tests_report.md,markdown_report,3916,,
docs/idare_label_semantics_alternative_formulation_smoke_tests_review_status.json,json_report,1161,,
docs/idare_label_semantics_alternative_formulation_smoke_tests_review_status.md,markdown_report,867,,
docs/idare_label_semantics_alternative_formulation_spec_requirements.csv,artifact,1107,6,
docs/idare_label_semantics_alternative_formulation_stop_criteria.csv,artifact,938,5,
docs/idare_label_semantics_alternative_pairwise_failure_or_metric_debug_cell_audit.csv,artifact,2130,8,
docs/idare_label_semantics_alternative_pairwise_failure_or_metric_debug_decision_matrix.csv,artifact,522,5,
docs/idare_label_semantics_alternative_pairwise_failure_or_metric_debug_decision_tree.csv,artifact,723,5,
docs/idare_label_semantics_alternative_pairwise_failure_or_metric_debug_fold_audit.csv,subject_or_fold_detail,8440,48,
docs/idare_label_semantics_alternative_pairwise_failure_or_metric_debug_input_map.csv,artifact,1041,7,
docs/idare_label_semantics_alternative_pairwise_failure_or_metric_debug_metric_alignment.csv,artifact,538,5,
docs/idare_label_semantics_alternative_pairwise_failure_or_metric_debug_objective.json,json_report,3405,,
docs/idare_label_semantics_alternative_pairwise_failure_or_metric_debug_objective.md,markdown_report,2763,,
docs/idare_label_semantics_alternative_pairwise_failure_or_metric_debug_questions.csv,artifact,2078,6,
docs/idare_label_semantics_alternative_pairwise_failure_or_metric_debug_report.json,json_report,2909,,
docs/idare_label_semantics_alternative_pairwise_failure_or_metric_debug_report.md,markdown_report,4686,,
docs/idare_label_semantics_alternative_pairwise_failure_or_metric_debug_report_review_status.json,json_report,2646,,
docs/idare_label_semantics_alternative_pairwise_failure_or_metric_debug_report_review_status.md,markdown_report,1204,,
docs/idare_label_semantics_alternative_pairwise_failure_or_metric_debug_scope.csv,artifact,510,5,
docs/idare_label_semantics_alternative_pairwise_failure_or_metric_debug_subject_concentration.csv,subject_or_fold_detail,7039,63,
docs/idare_label_semantics_alternative_pairwise_feature_patch_archive_closeout_manifest_seed.csv,artifact,1042,7,
docs/idare_label_semantics_alternative_pairwise_feature_patch_archive_closeout_next_option_policy.csv,artifact,474,4,
docs/idare_label_semantics_alternative_pairwise_feature_patch_archive_closeout_objective.json,json_report,2538,,
docs/idare_label_semantics_alternative_pairwise_feature_patch_archive_closeout_objective.md,markdown_report,2365,,
docs/idare_label_semantics_alternative_pairwise_feature_patch_archive_closeout_report.json,json_report,2846,,
docs/idare_label_semantics_alternative_pairwise_feature_patch_archive_closeout_report.md,markdown_report,5216,,
docs/idare_label_semantics_alternative_pairwise_feature_patch_archive_closeout_report_review_status.json,json_report,1111,,
docs/idare_label_semantics_alternative_pairwise_feature_patch_archive_closeout_report_review_status.md,markdown_report,950,,
docs/idare_label_semantics_alternative_pairwise_feature_patch_archive_closeout_scope.csv,artifact,1043,4,
docs/idare_label_semantics_alternative_pairwise_feature_patch_archive_closeout_stop_criteria.csv,artifact,381,4,
docs/idare_label_semantics_alternative_pairwise_feature_patch_archive_decision.csv,artifact,722,4,
docs/idare_label_semantics_alternative_pairwise_feature_patch_archive_manifest.csv,artifact,1707,9,
docs/idare_label_semantics_alternative_pairwise_feature_patch_archive_or_rethink_decision_tree.csv,artifact,499,5,
docs/idare_label_semantics_alternative_pairwise_feature_patch_archive_or_rethink_evidence_summary.csv,artifact,1234,6,
docs/idare_label_semantics_alternative_pairwise_feature_patch_archive_or_rethink_expected_outputs.csv,artifact,731,5,
docs/idare_label_semantics_alternative_pairwise_feature_patch_archive_or_rethink_objective.json,json_report,1910,,
docs/idare_label_semantics_alternative_pairwise_feature_patch_archive_or_rethink_objective.md,markdown_report,2289,,
docs/idare_label_semantics_alternative_pairwise_feature_patch_archive_or_rethink_report.json,json_report,2941,,
docs/idare_label_semantics_alternative_pairwise_feature_patch_archive_or_rethink_report.md,markdown_report,3959,,
docs/idare_label_semantics_alternative_pairwise_feature_patch_archive_or_rethink_report_review_status.json,json_report,2126,,
docs/idare_label_semantics_alternative_pairwise_feature_patch_archive_or_rethink_report_review_status.md,markdown_report,916,,
docs/idare_label_semantics_alternative_pairwise_feature_patch_archive_scope.csv,artifact,747,4,
docs/idare_label_semantics_alternative_pairwise_feature_patch_archive_status.csv,artifact,678,4,
docs/idare_label_semantics_alternative_pairwise_feature_patch_next_options_after_archive.csv,artifact,582,4,
docs/idare_label_semantics_alternative_pairwise_feature_patch_next_options_after_closeout.csv,artifact,554,4,
docs/idare_label_semantics_alternative_pairwise_feature_patch_rethink_decision_matrix.csv,artifact,615,5,
docs/idare_label_semantics_alternative_pairwise_feature_patch_rethink_option_matrix.csv,artifact,742,5,
docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_candidate_matrix.csv,artifact,1110,4,
docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_decision_tree.csv,artifact,647,5,
docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_expected_outputs.csv,artifact,975,6,
docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_feature_set_definition.csv,artifact,993,4,
docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_feature_shape_audit.csv,artifact,612,4,
docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_first_pass_decision_matrix.csv,artifact,760,5,
docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_first_pass_expected_outputs.csv,artifact,1246,8,
docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_first_pass_guardrails.csv,artifact,670,7,
docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_first_pass_metric_summary.csv,metrics,4808,16,"[{""feature_set_id"": ""bandpower_only_control_v1"", ""model"": ""logistic_regression_pairwise_feature_patch"", ""training_category"": ""minimal_classical_pairwise_patch"", ""n_runs"": ""6"", ""mean_accuracy"": ""0.514247215640239"", ""mean_balanced_accuracy"": ""0.4991419618056527"", ""std_balanced_accuracy"": ""0.011450562739387386"", ""min_balanced_accuracy"": ""0.4813997927500547"", ""max_balanced_accuracy"": ""0.5189749514103378"", ""mean_macro_f1"": ""0.49537766233456937"", ""mean_pred_positive_rate"": ""0.6326600637455526"", ""me..."
docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_first_pass_metric_thresholds.csv,artifact,676,5,
docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_first_pass_objective.json,json_report,2173,,
docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_first_pass_objective.md,markdown_report,2251,,
docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_first_pass_pair_audit.csv,artifact,478,6,
docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_first_pass_predictions.csv,artifact,41561678,417536,
docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_first_pass_report.json,json_report,3012,,
docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_first_pass_report.md,markdown_report,3720,,
docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_first_pass_review_status.json,json_report,2065,,
