path,kind,size_mb,estimated_rows,columns,subject_col,stimulus_col,unique_subjects_sample,unique_stimuli_sample,duplicate_subject_stimulus_pairs_sample,full_grid_hint,label_cols,time_policy_cols,time_policy_minmax_sample
.cache/roca_idare_emg_expanded_feature_index.csv,csv,0.2184,2016,"cache_row, source_trial_index_row, subject_id, subject_col, stimulus_id, event_index_0based, bsl_event_index_0based, emg_file, emg_begin_raw, bsl_emg_begin_raw, valence_score, arousal_score",subject_id,stimulus_id,63,32,0,unique_subjects*unique_stimuli=2016; rows_sample_or_total=2016,"valence_score, arousal_score",stimulus_id,"{""stimulus_id"": ""1441..9360""}"
.cache/idare_eeg_cache_index_baseline_corrected.csv,csv,0.5469,2016,"cache_row, subject_id, subject_col, stimulus_id, raw_event_name, bsl_raw_event_name, eeg_file, eeg_begin_raw, bsl_eeg_begin_raw, stim_event_index_0based, bsl_event_index_0based, stim_event_index_1based, bsl_event_index_1based, baseline_correction, valence_score, arousal_score, diag_baseline_mean_global, diag_baseline_mean_abs_mean, diag_corrected_mean_before_zscore, diag_corrected_std_before_zscore, valence_discard_midpoint, valence_midpoint_as_low, valence_midpoint_as_high, arousal_discard_midpoint, arousal_midpoint_as_low, arousal_midpoint_as_high",subject_id,stimulus_id,63,32,0,unique_subjects*unique_stimuli=2016; rows_sample_or_total=2016,"valence_score, arousal_score","stimulus_id, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean","{""stimulus_id"": ""1441..9360"", ""diag_baseline_mean_global"": ""-180.283..178.611"", ""diag_baseline_mean_abs_mean"": ""0.0839235..228.958""}"
.cache/deap_emg_feature_cache_index_smoke.csv,csv,0.2164,960,"cache_row, subject_id, subject_file, trial_id, trial_index_0based, window_id, window_index_0based, window_start_sample_128hz, window_end_sample_128hz_exclusive, emg_channels, baseline_correction, valence_score, arousal_score, dominance_score, liking_score, diag_baseline_mean_global, diag_baseline_mean_abs_mean, diag_corrected_mean_before_features, diag_corrected_std_before_features, valence_discard_midpoint, valence_midpoint_as_low, valence_midpoint_as_high, arousal_discard_midpoint, arousal_midpoint_as_low, arousal_midpoint_as_high, dominance_discard_midpoint, dominance_midpoint_as_low, dominance_midpoint_as_high, liking_discard_midpoint, liking_midpoint_as_low, liking_midpoint_as_high",subject_id,trial_id,2,40,880,unique_subjects*unique_stimuli=80; rows_sample_or_total=960,"valence_score, arousal_score","window_id, window_index_0based, window_start_sample_128hz, window_end_sample_128hz_exclusive, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean","{""window_id"": ""1..12"", ""window_index_0based"": ""0..11"", ""window_start_sample_128hz"": ""384..7424"", ""window_end_sample_128hz_exclusive"": ""1024..8064"", ""diag_baseline_mean_global"": ""-8.16544e-11..7.27868e-11"", ""diag_baseline_mean_abs_mean"": ""5.82645e-13..8.16544e-11""}"
.cache/deap_emg_feature_cache_index.csv,csv,3.5544,15360,"cache_row, subject_id, subject_file, trial_id, trial_index_0based, window_id, window_index_0based, window_start_sample_128hz, window_end_sample_128hz_exclusive, emg_channels, baseline_correction, valence_score, arousal_score, dominance_score, liking_score, diag_baseline_mean_global, diag_baseline_mean_abs_mean, diag_corrected_mean_before_features, diag_corrected_std_before_features, valence_discard_midpoint, valence_midpoint_as_low, valence_midpoint_as_high, arousal_discard_midpoint, arousal_midpoint_as_low, arousal_midpoint_as_high, dominance_discard_midpoint, dominance_midpoint_as_low, dominance_midpoint_as_high, liking_discard_midpoint, liking_midpoint_as_low, liking_midpoint_as_high",subject_id,trial_id,32,40,14080,unique_subjects*unique_stimuli=1280; rows_sample_or_total=15360,"valence_score, arousal_score","window_id, window_index_0based, window_start_sample_128hz, window_end_sample_128hz_exclusive, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean","{""window_id"": ""1..12"", ""window_index_0based"": ""0..11"", ""window_start_sample_128hz"": ""384..7424"", ""window_end_sample_128hz_exclusive"": ""1024..8064"", ""diag_baseline_mean_global"": ""-2.06001e-10..4.32143e-10"", ""diag_baseline_mean_abs_mean"": ""1.06285e-13..4.65917e-10""}"
.cache/idare_emg_bsl_stats_index_smoke.csv,csv,0.0229,64,"cache_row, subject_id, subject_col, stimulus_id, raw_event_name, bsl_event_index_0based, stim_event_index_0based, bsl_event_index_1based, stim_event_index_1based, emg_file, emg_channels, emg_fs, bsl_emg_begin_raw, fixed_window_samples, feature_dim, sidecar_policy, intended_pairing, valence_score, arousal_score, diag_bsl_mean_global, diag_bsl_mean_abs_mean, diag_bsl_std_global, diag_bsl_rms_global, diag_feature_mean, diag_feature_std, valence_discard_midpoint, valence_midpoint_as_low, valence_midpoint_as_high, arousal_discard_midpoint, arousal_midpoint_as_low, arousal_midpoint_as_high",subject_id,stimulus_id,2,32,0,unique_subjects*unique_stimuli=64; rows_sample_or_total=64,"valence_score, arousal_score","stimulus_id, fixed_window_samples, intended_pairing","{""stimulus_id"": ""1441..9360"", ""fixed_window_samples"": ""10000..10000""}"
.cache/deap_eeg_cache_index_smoke.csv,csv,0.231,960,"cache_row, subject_id, subject_file, trial_id, trial_index_0based, window_id, window_index_0based, window_start_sample_128hz, window_end_sample_128hz_exclusive, baseline_correction, valence_score, arousal_score, dominance_score, liking_score, diag_baseline_mean_global, diag_baseline_mean_abs_mean, diag_corrected_mean_before_zscore, diag_corrected_std_before_zscore, valence_discard_midpoint, valence_midpoint_as_low, valence_midpoint_as_high, arousal_discard_midpoint, arousal_midpoint_as_low, arousal_midpoint_as_high, dominance_discard_midpoint, dominance_midpoint_as_low, dominance_midpoint_as_high, liking_discard_midpoint, liking_midpoint_as_low, liking_midpoint_as_high",subject_id,trial_id,2,40,880,unique_subjects*unique_stimuli=80; rows_sample_or_total=960,"valence_score, arousal_score","window_id, window_index_0based, window_start_sample_128hz, window_end_sample_128hz_exclusive, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean","{""window_id"": ""1..12"", ""window_index_0based"": ""0..11"", ""window_start_sample_128hz"": ""384..7424"", ""window_end_sample_128hz_exclusive"": ""1024..8064"", ""diag_baseline_mean_global"": ""-6.10016e-08..4.15215e-08"", ""diag_baseline_mean_abs_mean"": ""7.79983e-09..1.62826e-07""}"
docs/roca/deap_stimulus_only_loso_current_trial_labels.csv,csv,0.0677,1280,"subject_id, subject_file, stimulus_id, trial_id, trial_index_0based, data_shape, valence_score, arousal_score, dominance_score, liking_score",subject_id,stimulus_id,32,40,0,unique_subjects*unique_stimuli=1280; rows_sample_or_total=1280,"valence_score, arousal_score",stimulus_id,"{""stimulus_id"": ""1..40""}"
docs/roca/deap_stimulus_only_loso_midpoint_high_current_trial_labels.csv,csv,0.0677,1280,"subject_id, subject_file, stimulus_id, trial_id, trial_index_0based, data_shape, valence_score, arousal_score, dominance_score, liking_score",subject_id,stimulus_id,32,40,0,unique_subjects*unique_stimuli=1280; rows_sample_or_total=1280,"valence_score, arousal_score",stimulus_id,"{""stimulus_id"": ""1..40""}"
docs/roca/idare_scientific_direction_lock_current_locked_baselines.csv,csv,0.0009,6,"target, baseline_level, baseline_name, status, rmse, how_to_use",,,,,,,,"baseline_level, baseline_name",{}
docs/roca/idare_high_disagreement_direct_deviation_challenge_current_thresholds.csv,csv,0.0005,6,"target, quantile, abs_residual_threshold, n_samples, n_subjects, stimulus_residual_rmse_on_subset, mean_abs_residual_on_subset",,,,,,,,"n_samples, stimulus_residual_rmse_on_subset","{""n_samples"": ""202..1015"", ""stimulus_residual_rmse_on_subset"": ""1.70127..4.02532""}"
docs/roca/idare_high_disagreement_direct_deviation_confirmatory_stats_current_verdict.csv,csv,0.0016,2,"target, quantile, candidate_source, feature_block, model, n, subjects, abs_residual_threshold, baseline_residual_rmse, model_residual_rmse, pooled_lift_vs_zero_residual_rmse, residual_pearson, residual_sign_acc, mean_subject_improvement_baseline_minus_model, median_subject_improvement_baseline_minus_model, ci95_low_mean_subject_improvement, ci95_high_mean_subject_improvement, signflip_p_one_sided_mean_gt_zero, permutation_p_alignment, wins, losses, ties, win_margin, sign_test_p_one_sided_wins_gt_losses, passes_confirmatory_gate, decision, reason",,,,,,,,"baseline_residual_rmse, mean_subject_improvement_baseline_minus_model, median_subject_improvement_baseline_minus_model","{""baseline_residual_rmse"": ""2.1186..3.24014"", ""mean_subject_improvement_baseline_minus_model"": ""0.00432105..0.099588"", ""median_subject_improvement_baseline_minus_model"": ""-0.000432261..0.0207726""}"
docs/roca/idare_high_disagreement_direct_deviation_challenge_current_decision_table.csv,csv,0.0011,2,"target, decision, quantile, best_block, best_model, n, subjects, abs_residual_threshold, stimulus_residual_rmse_on_subset, best_model_residual_rmse_on_subset, best_lift_vs_zero_residual_rmse, best_residual_pearson, best_residual_sign_acc, rmse_wins, rmse_losses, rmse_win_margin, mean_delta_rmse_model_minus_stimulus, passes_high_disagreement_gate, reason",,,,,,,,"stimulus_residual_rmse_on_subset, mean_delta_rmse_model_minus_stimulus","{""stimulus_residual_rmse_on_subset"": ""2.1186..3.24014"", ""mean_delta_rmse_model_minus_stimulus"": ""-0.099588..-0.00432105""}"
docs/roca/idare_direct_deviation_predictability_audit_current_decision_table.csv,csv,0.0009,2,"target, decision, best_block_by_direct_dev, best_model_by_direct_dev, best_dev_rmse, best_lift_vs_stimulus_dev_rmse, best_dev_pearson, best_dev_sign_acc, rmse_win_margin, high_residual_q75_best_block, high_residual_q75_lift_vs_zero, passes_direct_deviation_gate, reason",,,,,,,,best_lift_vs_stimulus_dev_rmse,"{""best_lift_vs_stimulus_dev_rmse"": ""-0.00431253..-0.00137846""}"
docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_first_pass_predictions.csv,csv,39.6363,417536,"objective_run_id, feature_set_id, model, fold, subject, left_index, right_index, y_true, y_pred, score",subject,,63,,,,,,{}
docs/roca/idare_physiology_after_fewshot_audit_current_fold_summary.csv,csv,32.5993,315630,"target, block, test_subject, k_calibration, repeat, alpha, calibration_n, eval_n, bias_raw, bias_shrink, physio_pred_std_eval",test_subject,,63,,,,,,{}
docs/roca/idare_physiology_informed_personalization_challenge_smoke_current_predictions.csv,csv,25.7678,241685,"subject_id, stimulus_id, target, y_true, stimulus_pred, block, k_calibration, repeat, held_subject, model, y_pred",subject_id,stimulus_id,8,56,99568,unique_subjects*unique_stimuli=448; rows_sample_or_total=241685,,"stimulus_id, stimulus_pred","{""stimulus_id"": ""1..9360"", ""stimulus_pred"": ""1.67742..7.61581""}"
docs/roca/idare_physiology_after_fewshot_audit_smoke_current_predictions.csv,csv,18.1098,131328,"target, block, test_subject, stimulus_id, k_calibration, repeat, model, alpha, y_true, y_pred, stimulus_pred, physio_residual_pred, is_physio_model",test_subject,stimulus_id,4,32,99872,unique_subjects*unique_stimuli=128; rows_sample_or_total=131328,,"stimulus_id, stimulus_pred","{""stimulus_id"": ""1441..9360"", ""stimulus_pred"": ""1..9""}"
docs/roca/eeg_oracle_arch_ablation_valence_current_predictions.csv,csv,10.6902,48384,"test_subject, stimulus_id, target, augmentation_config, model, y_true_score, train_stimulus_mean, true_deviation_from_train_stimulus_mean, y_pred_deviation_raw, y_pred_score_raw, y_pred_score_clipped, y_pred_deviation_clipped, arch_config, arch_description",test_subject,stimulus_id,63,32,46368,unique_subjects*unique_stimuli=2016; rows_sample_or_total=48384,,"stimulus_id, train_stimulus_mean, true_deviation_from_train_stimulus_mean","{""stimulus_id"": ""1441..9360"", ""train_stimulus_mean"": ""1.51613..7.82258"", ""true_deviation_from_train_stimulus_mean"": ""-4.80645..3.90323""}"
docs/roca/eeg_oracle_arch_ablation_arousal_current_predictions.csv,csv,10.6562,48384,"test_subject, stimulus_id, target, augmentation_config, model, y_true_score, train_stimulus_mean, true_deviation_from_train_stimulus_mean, y_pred_deviation_raw, y_pred_score_raw, y_pred_score_clipped, y_pred_deviation_clipped, arch_config, arch_description",test_subject,stimulus_id,63,32,46368,unique_subjects*unique_stimuli=2016; rows_sample_or_total=48384,,"stimulus_id, train_stimulus_mean, true_deviation_from_train_stimulus_mean","{""stimulus_id"": ""1441..9360"", ""train_stimulus_mean"": ""2.14516..7.14516"", ""true_deviation_from_train_stimulus_mean"": ""-5.14516..6.69355""}"
docs/roca/idare_residual_physiology_feature_audit_current_predictions.csv,csv,5.176,36288,"test_subject, stimulus_id, target, feature_block, model, y_true_score, train_stimulus_mean, true_deviation_from_train_stimulus_mean, y_pred_deviation, y_pred_score",test_subject,stimulus_id,63,32,34272,unique_subjects*unique_stimuli=2016; rows_sample_or_total=36288,,"stimulus_id, train_stimulus_mean, true_deviation_from_train_stimulus_mean","{""stimulus_id"": ""1441..9360"", ""train_stimulus_mean"": ""1.51613..7.82258"", ""true_deviation_from_train_stimulus_mean"": ""-5.14516..6.69355""}"
docs/idare_label_policy_ablation_eeg_primary_predictions.csv,csv,4.515,23060,"source_file, modality, run_id, task, policy, recipe, sampler, fold_id, seed, cache_row, subject_id, stimulus_id, y_true, y_pred, prob1, logit_margin",subject_id,stimulus_id,63,32,21044,unique_subjects*unique_stimuli=2016; rows_sample_or_total=23060,,"sampler, stimulus_id","{""stimulus_id"": ""1441..9360""}"
docs/roca/idare_physiology_after_fewshot_audit_current_subject_metrics.csv,csv,4.3438,22680,"target, block, k_calibration, model, test_subject, n, mae, rmse, pearson, spearman, ccc, y_true_std, y_pred_std",test_subject,,63,,,,,,{}
docs/roca/eeg_oracle_arch_ablation_valence_current_history.csv,csv,4.0298,18989,"epoch, train_loss, val_rmse_scaled, augmentation_config, stage, test_subject, target, y_outer_mean, y_outer_std, oracle_test_checkpoint_selection, early_stop, arch_config, arch_description",test_subject,,63,,,,,,{}
docs/idare_label_policy_ablation_emg_primary_predictions.csv,csv,3.7031,23060,"source_file, modality, run_id, task, policy, recipe, fold_id, seed, cache_row, subject_id, trial_id, window_id, y_true, y_pred, prob1",subject_id,trial_id,63,1,22997,unique_subjects*unique_stimuli=63; rows_sample_or_total=23060,,window_id,"{""window_id"": ""-1..-1""}"
docs/roca/idare_subject_calibration_model_family_comparison_smoke_current_fold_summary.csv,csv,3.5027,20816,"target, subject_id, k_calibration, repeat, model, eval_n, calibration_n, calibration_stimuli, tau2_train_subject_residual, sigma2_train_within_residual, fold_rmse, fold_mae, fold_pearson",subject_id,,8,,,,,,{}
docs/roca/emg_augmented_probe_predictions_current.csv,csv,3.3052,20160,"test_subject, stimulus_id, target, y_true_score, train_stimulus_mean, true_deviation_from_train_stimulus_mean, model, y_pred_score_raw, y_pred_score_clipped, y_pred_deviation_raw, y_pred_deviation_clipped, is_top25_train_entropy, is_top25_train_score_std",test_subject,stimulus_id,63,32,18144,unique_subjects*unique_stimuli=2016; rows_sample_or_total=20160,,"stimulus_id, train_stimulus_mean, true_deviation_from_train_stimulus_mean","{""stimulus_id"": ""1441..9360"", ""train_stimulus_mean"": ""1.51613..7.82258"", ""true_deviation_from_train_stimulus_mean"": ""-5.14516..6.69355""}"
docs/roca/emg_expanded_probe_predictions_current.csv,csv,3.1953,20160,"test_subject, stimulus_id, target, y_true_score, train_stimulus_mean, true_deviation_from_train_stimulus_mean, model, y_pred_score_raw, y_pred_score_clipped, y_pred_deviation_clipped, y_pred_deviation_raw, is_top25_train_entropy, is_top25_train_score_std",test_subject,stimulus_id,63,32,18144,unique_subjects*unique_stimuli=2016; rows_sample_or_total=20160,,"stimulus_id, train_stimulus_mean, true_deviation_from_train_stimulus_mean","{""stimulus_id"": ""1441..9360"", ""train_stimulus_mean"": ""1.51613..7.82258"", ""true_deviation_from_train_stimulus_mean"": ""-5.14516..6.69355""}"
docs/roca/idare_physiology_informed_personalization_challenge_gpu_current_subject_metrics.csv,csv,2.3106,11340,"target, block, k_calibration, model, subject_id, n, mae, rmse, pearson, ccc, y_true_std, y_pred_std, locked_subject_rmse, delta_rmse_model_minus_locked",subject_id,,63,,,,,,{}
docs/roca/eeg_oracle_arch_ablation_arousal_current_history.csv,csv,1.983,9493,"epoch, train_loss, val_rmse_scaled, augmentation_config, stage, test_subject, target, y_outer_mean, y_outer_std, oracle_test_checkpoint_selection, early_stop, arch_config, arch_description",test_subject,,63,,,,,,{}
